time_taken,net_power
24.82,-77.565
25.148,-38.469
24.808,-184.58
24.817,-254.43
24.797,-283.73
24.8,-291.7
24.802,-716.87
24.882,-307.56
24.757,336.17
24.794,-38.154
24.812,-226.01
25.145,-139.61
24.812,-215
24.806,-182.34
24.81,-216.18
24.805,-195.85
24.799,-209.25
24.791,-256.41
24.838,-314.49
24.808,-133.15
24.814,-192.25
24.575,-48.489
24.424,-250.3
24.766,-298.19
24.45,-287.35
24.439,-260
24.445,-221.44
24.412,-156.98
24.382,-119.45
24.085,-81.261
24.047,91.041
24.041,106.97
24.011,7.8732
24.334,-92.843
24.027,-121.84
24.009,-132.83
24.049,-126.97
24.016,-102.73
24.039,-119.08
24.029,-212.48
24.399,-171.82
24.804,-183.32
24.774,-173.59
24.79,-791.16
25.202,-1281.9
24.804,-922.88
24.868,-837.47
24.79,-240.42
24.83,-338.88
24.763,-100.13
24.791,-442.98
24.867,-446.41
24.806,220.31
24.748,270.74
24.799,-338.72
25.187,-468.52
24.811,-189.9
24.811,-241.56
24.826,-212.02
24.8,123.39
24.777,49.053
24.826,-44.035
24.82,296.17
24.716,392.03
24.814,-178.71
24.865,118.15
25.023,782.33
24.74,-133.08
24.791,-1463.3
24.835,-1121.7
24.795,-241.07
24.751,-374.14
24.358,-803.28
22.387,-746
22.278,-470.01
20.662,-714.33
18.156,28.825
18.557,-133.02
18.026,-240.48
19.462,-216.6
19.669,-302.01
18.774,-175.79
18.058,-245.12
20.019,-425.54
23.946,-262.79
24.789,-313.69
24.775,-75.896
25.115,-76.943
24.769,-208.09
24.775,-238.08
24.534,-267.4
24.39,-350.7
24.425,-196.77
24.39,286.06
24.372,329.87
24.335,198.09
24.411,-200.61
24.391,-27.767
24.707,-11.301
24.392,-236.91
24.403,-200.16
24.396,-94.029
24.371,-100.23
24.386,-199.53
24.398,-198.1
24.405,-206.12
24.36,-69.243
39.289,-195.94
14.075,-362.94
13.667,-248.22
19.099,-53.866
21.803,-196.47
21.699,-53.56
21.832,-70.446
21.722,-307.66
21.745,-210.44
21.72,-212.86
21.734,-168.08
22.712,-81.039
13.164,-180.32
18.651,-163
21.14,34.523
21.388,-168.41
21.531,-209.91
21.938,-27.985
24.06,-275.06
25.335,-389.68
25.364,-281.36
25.265,-203.84
23.534,-623.57
22.184,-990.03
21.284,-1045.5
19.443,-722.84
17.288,-508.99
16.888,-287.79
11.558,-147.14
22.051,-193
26.163,-299.58
25.798,-470.13
25.808,-278.72
25.792,-285.98
25.853,-448.08
25.776,116.76
26.144,-230.41
25.781,-164.65
25.804,-375.66
25.813,-450.84
25.807,-442.59
25.814,-432.63
25.817,-78.467
26.145,61.143
25.805,-113.24
25.83,47.013
25.768,176.11
25.811,-24.207
25.806,-20.517
26.134,-136.08
25.811,-264.05
25.789,-214.35
25.837,-391.49
25.834,-133.94
25.762,20.801
25.799,-364.51
26.163,-443.27
25.813,-77.608
25.847,-74.332
25.772,23.244
25.793,302.95
25.808,129.83
25.698,121.28
26.08,19.337
25.735,380.98
25.673,675.76
25.677,327.23
25.71,173.61
25.752,183.36
26.114,176.97
25.785,27.608
25.782,-171.25
25.856,-472.44
25.789,23.182
25.77,-19.029
25.803,-572.6
26.183,-1036.9
25.834,-361.76
25.804,134.42
25.786,31.498
25.783,-98.006
25.807,-135.71
26.15,-134.57
25.958,-129.01
26.027,-655.26
26.01,-372.28
25.994,-442.83
25.979,-537.77
26.331,-1058.3
26.033,-652.44
26.008,-464.14
26.012,-215.65
25.962,186.97
25.983,-155.03
25.993,-395.04
26.2,-229.27
25.778,-79.095
25.774,29.459
25.493,259.51
25.443,242.61
25.331,787.5
25.68,245.62
25.451,-161.52
25.344,-414.76
25.496,-1119.5
25.436,-88.712
25.445,295.24
25.331,558.82
25.759,-174.32
25.397,-332.43
25.418,-560.5
25.633,130.16
25.994,174.73
26.223,-190.4
26.575,-340.04
26.262,-207.57
26.203,253.42
26.209,37.643
26.193,-6.6413
26.213,-72.781
26.541,-21.672
26.199,-498.17
26.234,-326.72
26.229,234.64
26.163,284.91
26.174,105.89
26.215,29.167
26.517,-20.979
26.298,-174.92
26.152,516.01
26.168,632.7
26.14,420.71
26.155,-358.91
26.623,-845.71
26.188,-134.39
26.221,-526.09
26.239,-285.53
26.192,-121.74
26.215,-155.03
26.226,-156.02
26.548,-128.88
26.228,-8.353
25.967,160.62
25.786,160.12
25.739,-73.497
25.802,-313.67
26.188,-515.96
25.783,451.63
25.731,371.79
25.77,-206.66
25.785,-489.22
25.888,-299.44
25.767,861.17
26.062,460.69
25.784,-1180.6
25.91,-1192.6
25.846,156.88
25.805,428.83
25.715,414.12
26.12,-73.614
25.827,-218.74
25.761,15.596
25.745,-119.1
25.677,344.15
25.693,-226.14
25.77,-184.45
26.009,-59.024
25.813,-333.04
25.676,1094.2
25.65,1270.7
25.642,1037.6
25.483,116.85
25.094,-292.35
24.754,-210.78
24.778,-255.57
24.768,8.1931
24.757,-102.84
24.755,-36.704
24.689,-31.149
23.501,-116.92
22.969,-224.72
22.864,-47.551
22.253,356.82
22.411,220.18
24.514,179.08
22.96,235.11
19.248,167.37
16.686,-13.652
16.399,55.239
16.03,29.004
11.154,123.01
4.4422,89.964
4.7906,16.578
4.2502,-47.122
4.6759,-53.044
4.5711,-68.413
3.3706,-81.191
13.312,-587.08
21.005,-1061.6
23.366,-194.1
23.342,-128.39
23.497,-48.069
22.905,-70.021
20.43,28.879
8.639,-74.873
17.594,-435.44
19.193,-1214.3
22.183,252.87
24.179,-903.02
24.33,-2324.3
24.296,-1905.3
24.456,-860.3
24.484,-466.1
24.421,253.37
24.419,253.27
24.407,265.51
24.373,216.81
24.735,-78.778
24.411,81.91
24.419,90.386
24.403,-253.1
24.432,-709.02
24.438,-408.95
24.47,-809.41
24.446,346.72
24.355,628.72
24.404,189.28
24.418,-54.124
24.786,173.49
24.292,-33.884
23.808,1211
23.948,1221.3
24.309,376.41
24.398,-543.3
24.236,-112.62
24.409,-185.13
24.261,-736.49
24.274,-1942
24.332,-1079
24.671,467.92
24.362,497.67
24.36,282.06
24.437,285.71
24.297,892.89
24.332,570.59
24.393,302.63
24.3,693.35
24.282,403.59
24.453,-558.41
24.38,-317.95
24.742,-518.05
24.481,-481.85
24.298,425.38
24.44,-903.54
24.453,-919.51
24.436,-389.41
24.423,553.98
24.139,1289
24.251,601.93
24.383,-483.55
24.38,-538.22
24.763,-356.1
24.39,348.34
24.4,417.41
24.392,407.11
24.374,207.06
24.417,77.746
24.427,150.46
24.402,448.81
24.389,218.3
24.349,161.36
24.386,-442.37
24.749,-528.06
24.409,-464.57
24.441,80.342
24.397,222.74
24.374,305.22
24.389,169.09
24.375,-258.72
24.43,-455.91
24.405,-76.526
24.396,199.39
24.39,162.1
24.715,7.5583
24.403,-61.506
24.399,-92.211
24.409,-189.67
24.43,-129.98
24.417,-94.37
24.403,-69.844
24.428,-258.2
24.375,-109.63
24.388,-104.42
24.746,-3.5506
24.423,-209.05
24.412,-140.88
24.415,-28.393
24.396,-35.328
24.461,133.29
24.33,673.25
24.392,580.15
24.379,70.739
24.389,-149.86
24.349,-81.625
24.585,113.58
24.327,-58.437
24.379,-119.09
24.227,438.56
24.449,64.622
24.387,380.32
24.349,-474.96
24.524,-562.55
24.313,1066.4
24.402,457.33
24.361,-29.985
24.677,-147.98
24.441,-249.16
24.372,123.22
24.379,-16.684
24.412,144.33
24.389,180.23
24.395,50.359
24.398,-65.394
24.411,-282.36
24.402,-176.13
24.753,-266.45
24.434,-270.23
24.41,157.32
24.37,198.6
24.407,180.7
24.372,242.57
24.384,173.45
24.39,139.3
24.398,-347.44
24.444,-57.164
24.388,396.3
24.734,477.02
24.337,453.08
24.386,-6.6721
24.387,-66.264
24.381,-122.57
24.358,-185.77
24.417,-326.19
24.348,197.85
24.042,-40.449
24.183,-998.92
24.395,-3408.9
24.511,-1467.1
24.199,-811.86
24.463,-313.57
24.428,-139.18
24.456,-466.39
24.35,349.06
24.604,-723.61
24.88,-655.16
24.67,595.91
24.602,754.55
24.498,623.64
25.15,193.74
24.783,547.2
24.782,717.93
24.715,877.7
24.706,788.76
24.697,794.38
24.493,581.65
24.762,552.96
24.73,206.65
24.838,-230.07
24.74,106.94
25.128,138.38
24.671,503.26
24.706,302.31
24.828,173.26
24.646,192.68
24.776,-22.755
24.757,-85.681
24.761,-473.63
24.851,-614.35
24.771,-284.71
24.777,-305.93
25.116,-166.45
24.755,-73.297
24.747,-231.02
24.81,-495.59
24.781,-220.2
24.749,-69.632
24.509,-409.78
24.637,-1292.2
24.7,-752.73
24.672,658.68
24.753,604.12
25.099,476.22
24.703,642.99
24.735,354.99
24.853,79.442
24.777,835.7
24.673,660.57
24.397,198.88
24.418,215.67
24.392,340.21
24.379,226.03
24.733,166.13
24.434,116.26
24.417,-35.471
24.437,-51.349
24.422,-36.466
24.445,-5.0966
24.424,-46.906
24.406,-99.798
24.402,-690.85
24.46,-922.98
24.513,-329.21
24.745,664.99
24.406,610.69
24.388,407.08
24.403,241.57
24.404,-26.453
24.42,-121.26
24.367,367.24
24.415,90.631
24.433,-77.005
24.4,-349.44
24.163,-485.84
24.37,-469.3
24.048,-739.21
24.104,-713.02
24.014,263.51
23.974,385.24
24.009,523.94
23.983,1009.9
23.999,583.04
23.988,368.96
24.041,196.67
24.049,176.29
24.41,-106.6
24.02,85.28
24.052,120.75
24,217.84
24.036,224.29
24.031,116.37
24.045,-3.139
24.038,128.31
24.052,97.675
24.046,-84.245
24.019,-18.01
24.39,-46.488
24.028,-42.471
24.028,-120.2
24.014,-18.428
24.029,-223.59
24.036,-403.16
24.056,-289.87
24.041,-104.24
24.027,-117.14
24.04,-62.138
24.331,-254.74
24.141,-605.85
23.967,375.43
24.033,-77.811
24.041,-122.48
24.015,-69.759
24.021,-41.693
24.023,-182.31
23.716,-393.5
22.857,-653.23
19.585,42.855
23.396,353.74
50.933,-8.0875
21.175,-355.48
20.696,-71.948
20.217,-17.287
20.241,-153.55
20.474,-286.79
24.451,-199.2
27.882,-296.1
27.505,-460.82
27.467,52.596
27.481,97.523
27.869,-14.525
27.495,86.323
27.497,-76.342
27.486,-209.22
27.834,-296.74
27.535,-464.75
27.524,-490.92
27.554,-759.66
27.859,252.91
27.455,430.36
27.492,117.52
27.492,27.458
27.498,134.4
27.153,27.831
22.384,94.987
20.852,-87.679
20.772,325.07
20.99,149.59
20.751,112.69
20.784,-48.281
20.816,-525.89
20.853,-561.74
21.051,-450.02
20.742,-77.937
20.743,483.33
20.748,188.51
21.073,-368.32
20.791,3.8489
20.855,-468.11
20.904,-328.01
21.091,-71.826
25.511,-318.85
20.32,-1068.2
20.7,-599.79
20.779,446.6
22.814,-387.53
21.023,173.44
20.716,747.66
20.966,497.39
22.723,591.83
38.801,-396.14
13.348,464.09
13.2,391.57
13.489,-100.18
20.087,313.66
6.045,327.79
180,364.84
180,364.56
180,357.52
180,350.1
180,342.61
180,335.11
180,327.05
180,317.51
180,306.86
180,295.6
23.074,401.59
23.67,390.13
19.313,391.7
20.813,278.46
20.812,292.3
21.029,195.42
20.788,126.85
21.773,139.39
21.982,140.01
21.953,119.43
21.685,111.89
21.732,-51.671
21.701,-199.85
20.012,-122.06
24.626,-16.292
25.45,60.127
25.028,-89.639
25.422,-227.18
24.772,-273.51
22.777,-174.07
23.246,-66.086
25.297,102.75
24.591,171.78
24.552,227.7
18.849,315.16
18.489,323.41
19.335,214.7
17.934,285.93
18.474,59.269
17.617,-50.523
18.017,-165.13
18.344,-159.15
17.855,-77.755
18.292,-100.99
18.458,-185.33
21.065,-179.56
25.444,-177.73
25.123,-87.745
25.448,-221.43
25.464,-239.52
25.12,-191.55
25.445,-220.1
25.101,-111.65
25.462,-47.296
25.075,-83.62
25.43,-196.97
25.108,-113
25.468,-58.742
25.083,-66.209
25.463,-277.64
25.123,-246.41
25.443,-253.86
25.46,-258.66
25.104,-308.58
25.432,-308.76
25.445,-370.19
25.105,-361.41
25.45,-461.69
25.078,-423.64
25.46,-280.7
25.124,-348.15
25.453,-583.71
25.13,-335.68
24.824,-27.949
22.992,-1.2519
17.525,-189.99
16.694,175.64
16.356,-17.439
15.193,-99.569
20.388,-17.344
25.342,-70.175
25.874,-229.99
25.495,-223.99
25.508,-326.8
25.801,-240.41
25.838,-238.34
25.362,-137.36
25.813,-349.98
25.498,-421.09
25.854,-286.74
25.496,-283.5
25.884,-305.67
25.504,-140.04
25.868,-460.29
25.498,-350.05
25.786,-89.022
25.678,-250.47
25.435,-148.37
25.473,-224.18
25.816,-323.65
25.826,-280.99
25.489,-455.58
25.846,-434.32
25.414,-93.326
25.423,-346.05
25.806,-458.57
25.872,-355.48
25.477,-175.09
25.813,-374.18
25.475,-412.11
25.843,-455.48
25.481,-407.44
25.841,-447.93
25.482,-427.56
25.855,-412.9
25.477,-445.76
25.77,-461.98
25.47,-312.96
25.867,-384.87
25.474,-165.48
25.854,-326.51
25.471,-318.07
25.853,-416.98
25.496,-295.7
25.836,-396.62
25.493,-300.48
25.509,-306.97
25.79,-114.56
25.263,-5.9614
24.913,62.096
24.891,85.044
25.255,-48.303
24.892,-111.79
25.22,77.394
25.234,-7.0155
24.91,-8.8077
25.259,36.918
24.897,-47.092
25.228,-71.709
24.931,-103.44
24.918,-105.47
25.206,-92.01
25.207,-179.55
24.923,-201.64
25.214,-205.46
24.903,-158.8
25.213,-160.47
24.914,-135.91
25.211,-74.684
24.842,-54.289
24.171,-92.171
19.526,-105.6
17.903,-92.228
20.621,-75.684
25.1,-18.612
25.45,-82.742
25.135,-181.93
25.083,-123.76
25.4,-395.3
25.082,-94.761
25.416,-161.42
25.094,-400.85
25.449,-344.22
25.427,-231.04
25.455,-382.59
25.105,-343.52
25.433,-385.63
25.439,-314.86
25.459,-422.13
25.396,-478.44
25.065,-378.65
25.438,-189.48
25.119,-250.59
25.433,-330.82
25.429,-252.48
25.099,-216.83
25.41,-416.83
25.419,-402.35
25.443,-570.45
25.437,-337.55
25.049,-259.18
25.091,-412
25.079,-234.01
25.074,-345.34
25.423,-425.86
25.095,-439.31
24.508,-533.3
21.002,-142.89
19.977,-233.63
21.178,-507.28
25.265,-427.8
25.245,-553.68
25.613,-539.59
25.302,-498.91
25.304,-494.6
25.292,-455.27
25.245,-552.74
24.925,-575.11
23.721,-514.91
23.723,-580.93
23.953,-587.58
23.865,-479.23
23.613,-452.72
23.202,-681.54
23.793,-815.58
23.2,-522.34
23.25,-620.85
23.633,-789.8
22.897,-911.31
24.396,-613.13
24.62,-485.05
23.573,-990.96
24.697,-389.12
23.931,-644.69
22.492,-1052.9
24.115,-659.42
23.875,-553.42
23.752,-756.07
21.854,-317.47
21.22,403.65
21.215,388.44
61.68,245.75
22.721,887.87
22.005,290.93
22.035,38.387
22.23,95.943
22.129,-197.86
21.973,170.61
22.029,-30.776
22.36,381.5
22.234,96.388
22.359,41.869
23.196,116.69
24.275,20.234
24.017,-303.17
24.058,111.56
24.263,137.79
23.983,-439.49
26.333,66.365
22.526,-163.12
22.243,-281.96
22.279,-508.15
22.215,-510.29
23.399,-248.17
23.939,-126.57
23.936,-207.96
24.168,-275.88
23.935,-276.04
24.188,-321.05
23.848,-303.13
23.682,-287.7
23.97,-452.48
23.526,-487.38
23.433,-237.05
23.744,-491.87
23.47,-605.16
23.68,-216.37
23.467,-506.17
23.465,-552.22
23.699,-189.67
23.451,-463.55
23.453,-545.51
23.711,-520.26
23.439,-434.74
23.896,-567.44
23.924,-310.8
23.946,-622.14
24.151,-502.98
23.954,-286.58
23.909,-404.14
24.244,-367.57
23.875,52.904
24.247,-550.77
23.935,-239.95
23.901,-221.37
30.421,-680.91
18.249,-41.326
18.292,-327.14
18.34,-173.43
19.257,-312.91
24.184,-573.52
23.913,-609.2
23.891,-504.26
24.17,-491.51
23.921,-492.73
23.916,-475.86
24.192,-519.8
23.906,-539.04
24.147,-439.65
23.871,-467.93
23.9,-532.75
24.153,-421.84
23.712,-439.23
23.428,-548.26
23.546,-386.35
22.963,-547.17
22.969,-443.22
23.2,-219.81
22.926,-492.33
23.207,-621.3
23.276,-560.51
23.659,-387.3
23.926,-409.89
23.644,-395.18
23.355,-486.63
23.703,-535.38
23.449,-639.77
23.902,-449.91
24.732,-438.65
24.747,-512.83
24.838,-403.83
25.105,-444.99
24.824,-518.21
25.089,-436.89
24.491,-492.81
23.544,-647.72
23.563,-407.67
23.174,-455.66
23.111,-821.92
23.538,-1632.8
23.219,-25.421
23.092,274.81
23.452,-545.9
23.164,-300.43
22.989,-472.41
23.199,-542.47
22.941,-516.76
23.203,-480.18
22.933,-484.39
22.953,-549.71
23.553,-600.84
24.59,-502.86
24.583,-470.79
24.856,-556.52
23.946,-500.93
23.646,-490.03
23.916,-573.4
23.649,-479.43
23.666,-376.25
23.91,-547.22
23.663,-543.49
23.942,-581.24
23.655,-437.96
23.652,-482.5
23.949,-562.88
23.632,-372.19
23.643,-510.87
23.923,-559.07
23.654,-539.1
23.67,-668.1
23.933,-522.43
23.667,-497.65
23.668,-562.09
23.916,-583.04
23.651,-439.77
23.923,-571.38
23.657,-528.01
23.665,-578.83
23.935,-388.34
23.638,-558.71
23.653,-553.64
23.917,-365.26
23.651,-535.95
23.663,-565.26
23.913,-545.02
23.647,-630.94
23.311,-452.37
23.42,-498.74
23.197,-511.36
23.188,-510.05
23.47,-550.94
23.183,-604.54
23.472,-605.44
23.204,-331.83
23.926,-518.12
24.41,-504.39
24.176,-334.6
23.987,-341.66
23.956,-649.85
23.629,-302.8
23.648,-493.73
23.817,-629.3
23.196,-521.09
23.373,-467.63
23.123,-530.69
23.287,-201.84
23.649,-339.44
23.535,-509.05
23.603,-366.94
23.86,-357.13
23.588,-537.88
23.516,-385.94
23.65,-367.75
23.451,-297.96
23.679,-391
180,84.112
180,82.162
180,79.629
180,76.815
180,73.975
180,71.106
180,67.975
180,64.616
180,61.13
180,57.526
180,53.738
180,49.713
180,45.571
180,41.41
180,37.16
180,32.62
180,27.953
180,23.348
180,18.625
180,13.722
180,8.7689
180,3.8767
180,-1.0286
180,-6.0177
180,-10.879
180,-14.111
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
166.97,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-14.891
180,-12.748
180,-8.1496
180,-2.9855
180,2.112
180,7.1174
180,12.163
180,17.195
180,22.122
180,26.796
180,31.312
180,35.972
180,40.524
180,44.856
180,49.124
180,53.256
180,57.229
180,60.979
180,64.49
179,67.83
24.082,-433.99
23.83,-485.74
24.119,-679.91
23.829,-403.12
23.842,-305.91
24.083,-467.13
23.783,-617.27
23.41,-401.27
23.62,-249.71
23.378,-409.88
23.308,-563.12
23.42,-534.99
23.148,-500.67
23.154,-471.4
23.375,-504.28
23.144,-486.59
23.398,-462.87
23.137,-396.8
23.118,-491.19
23.273,-519.68
22.901,-280.45
23.232,-464.72
23.625,-426.23
23.357,-443.81
23.38,-444.27
23.63,-440.09
23.363,-590.75
23.65,-517.32
23.345,-414.41
23.36,-653.84
23.714,-906
23.59,-167.8
23.755,-603.31
24.093,-591.39
23.874,-611.75
24.052,-403.02
24.34,-393.08
24.069,-540.14
24.049,-595.86
23.927,-685.1
23.1,-707.47
22.681,-819.15
22.418,-1071.5
22.432,-1429.9
22.325,-390.9
22.353,-261.04
26.847,-689.09
31.022,-282.82
30.646,-371.54
30.69,-428.94
31.058,-572.43
30.648,-634.97
30.752,-749.07
31.019,-224.63
30.667,-165.25
30.67,-401.3
30.775,-464.73
30.217,-325.81
30.558,-653.22
30.206,-512.61
30.197,-625.39
30.554,-798.48
48.505,-436.27
23.211,-220.54
22.959,-626.44
22.883,-504.48
23.197,-544.05
22.252,-664.71
16.028,422.37
1.1226,377.84
0.029889,339.12
1.8071,377.18
0.17493,427.82
0.081828,420.83
0.12691,397.64
0.96968,394.31
1.7184,285
2.0839,137.57
1.0839,81.418
3.3878,-115.62
0.36553,-112
180,92.434
180,94.128
180,96.029
180,97.781
180,99.442
180,101.16
180,102.84
180,104.67
180,106.07
180,107.66
1.1985,33.026
2.694,-45.96
0.10976,-47.718
0.50567,-130.28
0.17052,-135.85
1.2,-221.5
15.177,-316.67
19.078,-75.319
19.684,-395.8
23.508,-724.42
24.098,-422.15
24.279,-156.72
23.975,-614.04
24.072,-731.9
24.239,-538.42
23.553,-556.1
23.61,-359.38
23.939,-295.06
23.549,215.04
23.835,-187.08
23.575,-51.479
23.625,-298.28
23.872,254.76
23.701,204.81
24.233,150.32
24.601,-270.46
24.578,-94.866
25.076,115.31
24.437,223.67
23.966,478.77
24.02,319.76
23.752,64.446
23.846,-27.992
24.078,-62.061
23.76,-39.687
24.082,75.94
23.867,-70.774
23.862,-277.95
24.198,-295.99
23.881,190.82
23.84,-189.68
24.142,-214.96
23.86,-101.94
24.126,-276.74
23.895,-315.3
23.771,-593.6
23.195,-435.27
22.566,-1220.8
22.558,-713.99
22.804,851.12
23.836,437.56
24.793,-319.5
24.472,-289.21
24.397,-6.4105
24.664,36.382
24.226,-14.274
24.052,-112.94
23.728,-246.42
23.441,-351.09
23.704,-259.47
23.459,-285.39
23.448,-259.28
23.692,-204.54
22.824,-271.77
22.778,-198.48
22.9,-65.018
22.651,-208.82
22.877,184.84
22.757,-65.704
22.754,602.11
23.605,525.21
23.828,67.415
23.878,80.113
24.332,-3.6986
24.072,-4.3073
24.359,150.35
24.306,43.81
24.571,93.752
24.88,17.381
24.762,-260.46
24.651,-10.21
24.884,-762.37
24.5,240.88
24.738,-301.56
24.532,-236.16
24.526,-290.41
24.924,-196.19
24.625,-176.82
24.578,-242.78
24.673,-273.92
24.379,-231.53
24.395,-359.39
24.659,-170.39
24.398,-99.964
24.647,-104.09
24.349,-253.73
24.295,-5.1519
24.622,-197.66
24.32,-110.35
24.32,-42.24
24.589,-248.85
24.179,-165.75
24.372,-122.63
24.093,-147.63
24.101,-7.48
23.931,38.56
23.392,-120.69
23.627,-182
23.381,-217.27
23.376,-134.61
23.671,-181.06
23.372,-94.833
23.406,-97.492
23.654,-158.98
23.381,-154.1
23.393,-170.25
23.658,-186.66
23.339,-167.08
23.646,-206.39
23.435,-189.58
23.607,-45.674
24.175,29.42
24.072,6.665
23.849,110.5
24.096,-221.72
23.839,-186.27
24.107,-115.48
23.836,-66.116
23.856,-107.79
24.073,-142.54
23.183,-104.18
22.904,-98.933
23.152,-139.11
22.89,-134.05
23.328,-86.81
23.822,-87.521
23.974,-64.827
24.368,-109.39
24.082,-34.726
24.087,41.761
23.978,-105.73
23.364,-136.76
23.659,-61.929
23.333,-151.43
22.919,-72.168
23.163,-44.297
22.869,-66.484
22.391,-165.75
23.549,-204.62
23.45,-130.86
23.863,-144.28
24.043,-19.37
24.158,-86.476
23.982,-149.1
22.612,-68.065
22.231,-224.07
22.989,-274.38
24.677,-145.53
25.873,22.405
25.47,35.31
25.583,-51.329
25.86,-108.7
25.286,-139.34
25.093,-284.3
25.385,-382.04
25.112,-591.39
25.116,-414.94
25.356,-195.64
25.032,264.76
25.311,359.03
24.892,49.057
24.476,-85.855
26.154,-66.534
30.423,-132.67
30.861,-82.961
29.106,-97.202
27.898,-80.766
28.221,-21.053
27.922,-75.865
27.907,-104.38
69.208,-137.49
18.186,-203.78
16.756,-227.97
23.113,-172.03
21.119,-229.06
22.421,-205.79
20.663,-146.39
21.392,-344.42
23.704,-190.34
23.748,-121.63
18.41,-67.412
18.298,-398.21
17.86,-354.64
18.986,-319.5
19.593,-352.01
19.623,-198.12
19.635,-248.98
19.619,-178.41
19.591,-100.15
19.563,-103.48
19.253,-142.29
19.704,-161.3
20.007,-63.08
19.735,-87.394
19.634,-105.83
19.615,-98.03
19.634,-167.91
19.867,-195.36
19.306,-104.36
19.232,-161.6
19.523,-220.82
19.792,-230.78
19.588,-214.57
19.27,-128.17
19.233,-142.71
19.536,-166.01
20.031,-135.6
20.204,-127.25
19.967,-159.37
19.648,-108.63
18.462,-82.047
19.139,-134.91
23.921,-121.18
25.401,-150.59
25.086,-75.631
25.102,-158.11
24.99,-162.6
25.076,-40.606
25.061,-97.469
25.064,-135.71
25.064,-17.269
25.389,-88.101
25.068,-38.248
25.062,-87.197
25.063,-154.8
25.04,-144.48
25.028,-245.44
24.991,-342.7
24.965,-183.07
25.419,-21.276
25.078,-35.404
25.133,89.633
25.177,257.15
25.058,87.403
25.051,-58.334
25.068,-87.119
25.061,-33.903
25.399,-62.809
25.07,-101.61
25.049,-87.131
25.071,-118.13
25.055,-128.39
25.059,-48.754
25.07,-71.023
25.052,-95.449
25.398,-124.35
25.072,-49.443
25.057,16.641
25.061,-6.6497
25.04,-10.769
25.063,-65.568
25.058,-61.174
25.071,-41.917
25.394,20.034
25.063,-129.87
25.055,4.2838
25.064,7.7606
25.059,-73.248
25.065,-65.482
25.07,-19.271
25.06,-42.839
25.051,-48.649
25.416,-143.13
25.039,-192.49
25.069,-239.6
25.069,-142.62
25.059,-54.386
25.049,-138.9
25.068,-381.18
25.054,66.089
25.426,-94.067
25.092,-145.18
25.077,-205.89
25.08,-122.64
25.062,-60.564
25.068,-234.8
25.076,-234.86
25.086,-505.9
25.439,-613.54
25.056,-141.51
25.027,641.89
25.02,405.14
25.059,103.92
25.074,8.2694
25.058,22.546
25.08,-175.92
25.412,-143.46
25.06,28.78
25.043,-198.91
25.15,-459.86
25.039,316.45
25.047,253.32
25.01,87.669
25.091,-55.609
25.419,-43.893
25.061,-106.21
25.088,-204.71
24.989,-70.671
25.049,-145.7
25.057,-197.83
25.054,-104.53
25.07,-188.04
25.414,-144.44
25.068,-169.48
25.069,-4.9432
25.042,5.2799
25.063,-90.173
25.049,-133.82
25.086,-171.06
25.031,232.45
25.388,-276.38
25.112,-166.4
25.039,497.03
25.048,218.24
25.054,248.85
25.047,279.25
25.046,-30.774
25.097,127.98
25.385,182.78
25.045,333.7
25.069,287.29
25.03,290.01
25.077,145.45
25.041,278.8
25.032,-103.34
25.098,-359.09
25.405,56.742
25.079,153.18
25.057,334.41
25.047,431.37
25.029,179.98
25.039,12.64
25.07,-19.493
25.045,-172.08
25.389,-223.27
25.054,-324.84
25.137,-529.42
25.493,-270.06
25.406,47.402
25.287,-150.2
25.408,-233.16
25.416,-293.96
25.784,-406.64
25.431,-169.77
25.401,219.93
25.408,228.3
25.409,152.55
25.405,47.505
25.442,41.606
25.428,210.79
25.965,252.07
25.357,217.8
25.222,198.41
25.212,129.95
25.199,147.14
25.063,157.7
25.032,229.64
25.023,281.65
25.378,243.05
25.011,133.19
25.034,130.36
25.026,140.65
25.026,268.37
25.011,206
25.031,141.92
25.02,252.09
25.035,126.41
25.356,223.23
25.022,161.98
25.03,252.95
25.027,191.93
25.032,138.19
25.017,145.06
25.009,33.602
24.966,5.5828
25.344,53.259
25.008,-34.758
25.034,-18.586
25.039,-108.35
25.041,-149.13
25.042,-35.247
25.027,108.93
25.045,-15.065
25.359,0.077494
25.016,56.696
25.044,31.011
25.024,44.007
25.023,18.952
25.023,-44.623
25.023,-24.248
25.026,-98.037
25.373,-180.87
25.019,-92.777
25.036,-25.541
25.03,-97.287
25.015,-92.52
25.032,-8.7539
25.029,-35.377
25.022,-133.79
